,full_name,url,category,brand,name,customer_rating,price,descriptions,productsize,ingredient_list,num_ingredients,price_oz,dry,oily,combination,sensitive,redness,acne,aging,spots,dull,normal,ingredients_rating,percent_known_ingredients,grade
1077,L'Occitane Aqua Reotier Ultra Thirst-Quenching Gel Moisturizer,https://www.sephora.com/product/aqua-reotier-ultra-thirst-quenching-gel-moisturizer-P429939?icid2=products%20grid:p429939,moisturizer,L'Occitane,Aqua Reotier Ultra Thirst-Quenching Gel Moisturizer,,30.0,"which skin type is it good for?
✔ normal
✔ combination

what it is:
a lightweight, non-oily gel for normal to combination skin looking for moisture and glow.

solutions for:
- dryness

if you want to know more…
enriched with réotier spring water from the mountains of provence and hyaluronic acid, this ultra thirst-quenching gel moisturizer acts like a magnet to recharge skin with water, leaving it glowing with hydration all day long. thousands of micro-bubbles release freshness instantly, energizing and revitalizing the skin. improve your skin's natural moisture and achieve radiant skin that feels plumper with this lightweight, non-oily gel.

what it is formulated without:
- parabens
- sulfates
- phthalates

what else you need to know:
for centuries, a natural water spring has been running at the heart of the provençal mountains, collecting rich minerals and rising up at the réotier spring. thanks to its high calcium content, this incredible water helps skin maintain its hydration barrier and retain moisture. l'occitane has paired this powerful provençal water with hyaluronic acid in an ultra-hydrating face care range, for healthy-looking skin.",1.7 oz,"['water', 'propanediol', 'glycerin', 'sodium hyaluronate', 'acrylates/c10-30', 'alkyl acrylate crosspolymer', 'xylitylglucoside', 'caprylyl glycol', 'anhydroxylitol', 'ppg-26-buteth-26', 'xylitol', 'peg-40 hydrogenated castor oil', 'sodium polyacrylate starch', 'sodium hydroxide', 'sodium benzoate', 'citric acid', 'fragrance', 'linalool', 'hexyl cinnamal', 'citronellol', 'citral', 'geraniol', 'ci 42090/blue 1']",23,17.65,True,True,True,False,False,False,False,False,False,True,68.0,1.0,C
1078,Too Faced Hangover Good to Go SPF 25 Moisturizer,https://www.sephora.com/product/hangover-good-to-go-skin-protecting-spf-25-moisturizer-P447126?icid2=products%20grid:p447126,moisturizer,Too Faced,Hangover Good to Go SPF 25 Moisturizer,,35.0,"what it is: a daytime priming moisturizer that hydrates skin while providing sun protection.

skin type: normal, dry, combination, and oily

formulation: lightweight lotion

spf: spf 25

highlighted ingredients:
- hyaluronic acid: gives skin a smoother, more youthful appearance.
- coconut water: aids in delicately replenishing skin’s moisture levels.
- aloe leaf extract: known for its skin-soothing properties.

ingredient callouts: free of parabens. this product is also cruelty-free and gluten-free.

what else you need to know: hangover good to go protects, giving you the hydrated, glowing complexion you want while shielding you from harmful uva/uvb rays with broad-spectrum spf 25 protection. this lightweight, dewy moisturizer is your daily source of antioxidants, vitamin-enriched moisture, and sun protection.",1.4 oz,"['water', 'c12-15 alkyl benzoate', 'glycerin', 'octyldodecyl neopentanoate', 'butylene glycol', 'glyceryl stearate', 'peg-100 stearate', 'tocopheryl acetate', 'sodium hyaluronate', 'aloe barbadensis leaf extract', 'cinnamomum zeylanicum bark extract', 'simmondsia chinensis (jojoba) seed oil', 'sodium acetate', 'beeswax', 'ethylhexylglycerin', 'inulin', 'lactobacillus ferment', 'octyldodecanol', 'sarcosine', 'yogurt powder', 'cellulose', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'capryloyl glycine', 'steareth-20', 'hydroxyethylcellulose', 'hexylene glycol', 'citric acid', 'sodium hydroxide', 'fragrance', 'cocos nucifera (coconut) water', 'disodium edta', 'tetrahexyldecyl ascorbate', 'phenoxyethanol', 'potassium sorbate', 'sodium benzoate']",35,25.0,True,True,True,False,False,False,False,False,False,True,71.0,0.97,C
1079,Origins Dr. Andrew Weil for Origins™ Mega-Mushroom Relief & Resilience Hydra Burst Gel Lotion,https://www.sephora.com/product/dr-andrew-weil-for-origins-mega-mushroom-relief-resilience-hydra-burst-gel-lotion-P443550?icid2=products%20grid:p443550,moisturizer,Origins,Dr. Andrew Weil for Origins™ Mega-Mushroom Relief & Resilience Hydra Burst Gel Lotion,,69.0,"what it is: an oil-free, gel-to-water moisturizer with reishi, coprinus, and chaga mushrooms that delivers an instant burst of hydration and helps reduce redness.

skin type: normal, dry, combination, and oily

skincare concerns: redness and dryness

formulation: gel

highlighted ingredients:
- reishi: calms, comforts, and helps reduce visible redness in skin.

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban.

what else you need to know: this innovative hydrator bursts on contact and drenches skin in nutrient-rich, chaga-infused micro-hydradroplets. it delivers mega hydration and visible resilience. this formula leaves skin feeling more refreshed, calm, and comfortable.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",1.7 oz,"['water', 'glycerin', 'isododecane', 'dimethicone', 'butylene glycol', 'niacinamide', 'stearoxymethicone/dimethicone copolymer', 'dimethicone/peg-10/15 crosspolymer', 'citrus aurantium dulcis (orange) oil', 'lavandula angustifolia (lavender) oil', 'pogostemon cablin (patchouli) oil', 'citrus nobilis (mandarin orange) peel oil', 'pelargonium graveolens flower oil', 'boswellia carterii (olibanum) oil', 'limonene', 'linalool', 'citronellol', 'geraniol', 'ganoderma lucidum (reishi mushroom) extract', 'fuscoporia obliqua sclerotium extract', 'cordyceps sinensis (mushroom) extract', 'ergothioneine', 'lactobacillus ferment', 'hippophae rhamnoides extract', 'zingiber officinale (ginger) root extract', 'curcuma longa (turmeric) root extract', 'ocimum sanctum (holy basil) leaf extract [] silybum marianum fruit extract', 'hypnea musciformis (algae) extract', 'caffeine', 'sodium chloride', 'sucrose', ""hordeum vulgare (barley) extract\\extrait d'orge"", 'saccharomyces ferment filtrate', 'triticum vulgare (wheat) germ extract', 'gelidiella acerosa extract', 'zinc pca', 'polysorbate 20', 'laminaria saccharina extract', 'ethylhexylglycerin', 'squalane', 'lauryl peg-9 polydimethylsiloxyethyl dimethicone', 'tocopheryl acetate', 'maltodextrin', 'citric acid', 'bht', 'potassium sorbate', 'phenoxyethanol']",47,40.59,True,True,True,False,True,False,False,False,False,True,58.0,0.83,D
1080,Origins A Perfect World™ Antioxidant Moisturizer with White Tea,https://www.sephora.com/product/a-perfect-world-antioxidant-moisturizer-with-white-tea-P417306?icid2=products%20grid:p417306,moisturizer,Origins,A Perfect World™ Antioxidant Moisturizer with White Tea,,47.0,"which skin type is it good for?
✔ normal
✔ oily
✔ combination
✔ dry

what it is:
an antioxidant-rich moisturizer that helps prevent premature signs of aging and protect against multiple environmental aggressors.

solutions for:
- dryness

if you want to know more…
this ultra-hydrating moisturizer helps prevent visible signs of aging, while protecting skin from environmental aggressors including infrared rays and pollution. silver tip white tea, new plant actives, and antioxidants maintains a youthful-looking complexion.

what else you need to know:
this product is free of mineral oil and petroleum.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",1.7 oz,"['water', 'caprylic/capric triglyceride', 'dimethicone', 'diethylhexyl succinate', 'cetyl ethylhexanoate', 'butylene glycol', 'glycerin', 'peg-100 stearate', 'simmondsia chinensis (jojoba) seed oil', 'cetearyl alcohol', 'glyceryl stearate', 'citrus aurantium bergamia (bergamot) fruit oil', 'citrus limon (lemon) peel oil', 'citrus aurantium dulcis (orange) oil', 'cinnamomum camphora (camphor) bark oil', 'mentha viridis (spearmint) leaf oil', 'magnolia acuminata flower extract', 'iris pallida root extract', 'rosa damascena extract', 'citral', 'linalool', 'limonene', 'behenyl alcohol', 'tribehenin', 'pentylene glycol', 'camellia sinensis (white tea) leaf extract', 'vaccinium angustifolium (blueberry) fruit extract', 'vaccinium macrocarpon (cranberry) fruit extract', 'solanum tuberosum (potato) pulp extract', 'lycium chinense (wolfberry) fruit extract', 'eriobotrya japonica (loquat) leaf extract', 'betula alba (birch) bark extract', 'leontopodium alpinum extract', 'passiflora incarnata flower extract', 'lythrum salicaria extract', 'thermus thermophillus ferment', ""sigesbeckia orientalis (st paul's wort) extract"", 'boswellia serrata extract', 'saccharomyces lysate extract', 'sodium hyaluronate', 'yeast extract/faex/extrait de levure', 'tocopheryl acetate', 'sorbitol', 'trehalose', 'oryzanol', 'algae extract', 'ergothioneine', 'urea', 'lecithin', 'polysilicone-11', 'cetearyl glucoside', 'caprylyl glycol', 'sodium pca', 'magnesium ascorbyl phosphate', 'potassium hydroxide', 'xanthan gum', 'carbomer', 'hexylene glycol', 'polyquaternium-51', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'disodium edta', 'bht', 'potassium sorbate']",63,27.65,True,True,True,False,False,False,True,False,False,True,63.0,0.78,D
1081,Mario Badescu Buttermilk Moisturizer,https://www.sephora.com/product/mario-badescu-buttermilk-moisturizer-P440492?icid2=products%20grid:p440492,moisturizer,Mario Badescu,Buttermilk Moisturizer,,18.0,"what it is: a daily moisturizer that rejuvenates and replenishes dehydrated skin.

skin type: normal, dry, and combination

skincare concerns: dryness, fine lines and wrinkles, and dullness and uneven texture

formulation: lightweight cream

highlighted ingredients:
- lactic acid: exfoliates and rejuvenates.
- vitamin e: softens skin and defends against skin-aging free radicals.
- chamomile extract: calms.

ingredient callouts: this product is cruelty-free.

what else you need to know: lactic acid, allantoin, and chamomile combine in a lightweight formula that softens and smooths skin. gentle resurfacing benefits help reduce the appearance of dry fine lines, wrinkles, and uneven skin tone—giving dull skin a bright, youthful glow.",2 oz,"['aqua (water', 'eau)', 'isopropyl myristate', 'propylene glycol', 'paraffinum liquidum (mineral oil', 'huile minérale)', 'glyceryl stearate', 'cetyl alcohol', 'allantoin', 'chamomilla recutita (matricaria) flower extract', 'thymus vulgaris (thyme) leaf extract', 'tocopherol', 'lactic acid', 'cetrimonium bromide', 'parfum (fragrance)', 'triethanolamine', 'methylparaben', 'propylparaben', 'sodium chloride', 'citronellol', 'ci 42090 (blue 1)', 'ci 19140 (yellow 5)']",22,9.0,True,False,True,False,False,False,True,False,True,True,66.0,0.86,C
1082,CLINIQUE Pore Refining Solutions Stay-Matte Hydrator,https://www.sephora.com/product/pore-refining-solutions-stay-matte-hydrator-P374115?icid2=products%20grid:p374115,moisturizer,CLINIQUE,Pore Refining Solutions Stay-Matte Hydrator,,39.5,"what it is:
an oil-free hydrator that instantly refines pores and controls excess oil.

what it does:
this oil-free and non-acnegenic formula supplies needed hydration while curbing excess oil and shine for up to eight hours. while instantly refining the look of pores with unique light-scattering optics and controlling unwanted luster, the hydrator keeps t-zones feeling fresh and staying comfortably matte. over time, pores become smaller and skin feels ultimately refreshed and renewed.

what it is formulated without:
- parabens",1.7 oz,"['water', 'dimethicone', 'glycerin', 'alcohol denat', 'polymethyl methacrylate', 'silica', 'talc', 'butylene glycol', 'trisiloxane', 'hydrogenated polyisobutene', 'hydrogenated lecithin', ""sigesbeckia orientalis (st paul's wort) extract"", 'triticum vulgare (wheat) germ extract', ""hordeum vulgare (barley) extract/extrait d'orge"", 'laminaria saccharina extract', 'cholesterol', 'glycine soja (soybean) protein', 'sucrose', 'linoleic acid', 'squalane', 'diethylhexyl succinate', 'polyethylene', 'acetyl glucosamine', 'polydodecanamideaminium triazadiphenylethenesulfonate', 'ethylene/methacrylate copolymer', 'phospholipids', 'hexylene glycol', 'tocopheryl acetate', 'isopropyl titanium triisostearate', 'caprylyl glycol', 'polyvinylalcohol crosspolymer', 'sodium carbomer', 'ammonium acryloyldimethyltaurate/vp copolymer', 'chlorphenesin', 'phenoxyethanol', 'mica', 'titanium dioxide (ci 77891)']",37,23.24,False,False,False,False,False,True,False,False,False,False,73.0,0.89,C
1083,Saturday Skin Pretty Pop Probiotic Power Whipped Cream,https://www.sephora.com/product/product-pretty-pop-probiotic-power-whipped-cream-P442963?icid2=products%20grid:p442963,moisturizer,Saturday Skin,Pretty Pop Probiotic Power Whipped Cream,,57.0,"what it is: a soft and luxurious whipped cream with encapsulated probiotics activated by prebiotics for healthy and radiant-looking skin.

skin type: normal, dry, combination, and oily

skincare concerns: dryness, fine lines and wrinkles, loss of firmness and elasticity

formulation: cream

highlighted ingredients:
- niacinamide: helps to support skin protection, hydration, and tone.
- hibiscus esculentus extract: helps to smooth the appearance of fine lines
- lupinus albus seed extract: supports suppler skin.

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. this product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

what else you need to know: four probiotics to support the look of a healthy complexion, while two prebiotics activate the full power of the probiotic infusion. multi-benefit niacinamide helps to improve texture, tone, and radiance.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",1.69 oz,"['water', 'glycerin', 'palmitic acid', 'isopropyl myristate', 'stearic acid', 'butylene glycol', 'hydrogenated poly(c6-14 olefin)', 'niacinamide', 'alcohol denat', '2-hexanediol', 'butyrospermum parkii (shea) butter', 'dimethicone', 'polysorbate 60', 'glyceryl stearate', 'peg-100 stearate', 'zea mays (corn) starch', 'mannitol', 'microcrystalline cellulose', 'phenoxyethanol', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'caprylyl glycol', 'tromethamine', 'sucrose', 'citrus limon (lemon) peel oil', 'adenosine', 'tocopheryl acetate', 'juniperus mexicana oil', 'disodium edta', 'hydrolyzed hibiscus esculentus extract', 'lupinus albus seed extract', 'moringa pterygosperma seed extract', 'alpha-glucan oligosaccharide', 'citrus aurantium dulcis (orange) peel oil', 'citrus grandis (grapefruit) peel oil', 'eucalyptus globulus leaf oil', 'lavandula angustifolia (lavender) oil', 'rosmarinus officinalis (rosemary) leaf oil', 'polymnia sonchifolia root juice', 'hydrogenated lecithin', 'maltodextrin', 'cholesterol', 'lactobacillus ferment', 'lactococcus ferment lysate', 'peg-800', 'bifida ferment lysate', 'lactobacillus', 'streptococcus thermophilus ferment', 'polysorbate 20', 'ethylhexylglycerin', 'sh-oligopeptide-1', 'sh-polypeptide-1', 'sh-oligopeptide-2', 'sh-polypeptide-22', 'sh-polypeptide-45', 'sh-polypeptide-8', 'sh-polypeptide-9']",56,33.73,True,True,True,False,False,False,True,False,False,True,69.0,0.7,C
1084,Dr. Barbara Sturm Face Cream Light,https://www.sephora.com/product/dr-barbara-sturm-face-cream-light-P449601?icid2=products%20grid:p449601,moisturizer,Dr. Barbara Sturm,Face Cream Light,,205.0,"what it is: a lightweight moisturizer that quickly absorbs into skin providing intense hydration.

skin type: normal, combination, and oily

skincare concerns: oiliness, fine lines and wrinkles, and pores

formulation: lightweight cream

highlighted ingredients:
- purslane extract: a strong antioxidant that stimulates the body and supports skin health and rejuvenation.
- ginger, bisabolol, and panthenol: help moisturize and calm irritated areas of skin.
- hyaluronic acid: provides intensive moisture and a freshness boost.

ingredient callouts: this product is vegan, cruelty-free, and gluten-free, and comes in partially recyclable packaging.

what else you need to know: purslane, the key active ingredient, and potent antioxidants such as bisabolol and panthenol soothe and calm any irritation while protecting the skin. the light formula is ideal for normal to oily complexions, sensitive teenage skin, and perfect for use during the warmer summer months.

as an aesthetic doctor with a background in anti-inflammatory medicine, dr. sturm is committed to treating the skin with scientifically-proven ingredients and non-aggressive natural extracts. the three pillars of dr. barbara sturm molecular cosmetics—hydration, boosting the skin’s natural barrier function, and reducing the visible signs of irritation—help to promote healthy skin that glows from within over time.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",1.69 oz,"['aqua/water/eau', 'butylene glycol', 'lactobacillus/portulaca oleracea ferment extract', 'coco- caprylate', 'dicaprylyl carbonate', 'pistacia vera seed oil', 'tocopheryl acetate', 'vitis vinifera (grape) seed oil', 'panthenol', 'phenoxyethanol', 'potassium cetyl phosphate', 'carbomer', 'cetearyl alcohol', 'hydrogenated vegetable glycerides', 'hydrogenated palm glycerides', 'xanthan gum', 'ethylhexylglycerin', 'bisabolol', 'sodium hydroxide', 'helianthus annuus (sunflower) seed oil', 'sodium hyaluronate', 'tocopherol', 'disodium edta', 'leuconostoc/radish root ferment filtrate', 'pantolactone', 'citric acid', 'zingiber officinale (ginger) root extract']",27,121.3,False,True,True,True,False,False,True,False,False,True,79.0,0.85,B
1085,Clarins Hydra-Essentiel Cooling Gel - Normal to Combination Skin,https://www.sephora.com/product/hydra-essentiel-cooling-gel-normal-to-combination-skin-P415624?icid2=products%20grid:p415624,moisturizer,Clarins,Hydra-Essentiel Cooling Gel - Normal to Combination Skin,,48.0,"which skin type is it good for?
✔ normal
✔ oily
✔ combination
✔ sensitive

what it is:
a cooling, ice-blue gel that restores comfort and radiance to super-thirsty skin, instantly soothing tightness and irritations.

solutions for:
- redness
- dullness and uneven texture
- dryness

if you want to know more…
this cooling gel delivers a fresh matte finish and quenches skin—shielding it from the dehydrating effects that leave skin looking dry and weathered: sudden temperature changes, indoor and outdoor pollutants, and environmental stress. it contains organic leaf of life, which is a super-quenching succulent plant extract that revitalizes the skin's natural hydration to retain moisture.

what it is formulated without:
- parabens

what else you need to know:
this product is dermatologist tested and noncomedogenic.",1.7 oz,"['water', 'glycerin', 'butylene glycol', 'propanediol', 'polymethyl methacrylate', 'sodium polyacrylate starch', 'ammonium acryloyldimethyltaurate/vpcopolymer', 'xylitylglucoside', 'phenoxyethanol', 'anhydroxylitol', 'ethylhexylglycerin', 'fragrance', 'xylitol', 'pyridoxine hcl', 'disodium edta', 'decylene glycol', 'diospyros mespiliformis leaf extract', 'glucose', 'maltodextrin', 'kalanchoe pinnata leaf extract', 'zinc gluconate', 'sanicula europaea extract', 'citric acid', 'alcohol', 'lapsana communis flower/leaf/stem extract', 'furcellaria lumbricalis extract', 'sodium benzoate', 'tris(tetramethylhydroxypiperidinol) citrate', 'potassium sorbate', 'ci 42090/blue 1', 'sea salt', 'callicarpa japonica fruit extract', '[v2898a]']",33,28.24,True,True,True,True,True,False,False,False,True,True,71.0,0.76,C
1086,Saturday Skin Featherweight Daily Moisturizing Cream,https://www.sephora.com/product/featherweight-daily-moisturizing-cream-P423682?icid2=products%20grid:p423682,moisturizer,Saturday Skin,Featherweight Daily Moisturizing Cream,,49.0,"what it is: a lightweight moisturizer that helps strengthen skin's moisture barrier while improving hydration and skin vitality.

skin type: normal, dry, combination, and oily

skincare concerns: dryness, fine lines and wrinkles, and dullness and uneven texture

formulation: cream

highlighted ingredients:
- cha-7 es complex: an exclusive peptide formula that supports skin's natural renewal process.
- peach fruit extract: promotes the look of smooth, supple skin.
- avocado protein extract: full of vitamin c and e. strengthens skin's moisture barrier, sealing in hydration.

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. this product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

what else you need to know: pomegranate extract helps to boost the look of firmness and elasticity. avocado protein extract helps strengthen your skin barrier while antioxidants like peach extract enhances the look of skin vitality.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",1.69 oz,"['water/aqua/eau', 'butylene glycol', 'ethylhexyl palmitate', 'glycerin', 'cyclopentasiloxane', 'dipropylene glyco', 'l octyldodecyl myristate', 'silica', 'cetearyl alcohol', 'cyclohexasiloxane', 'polysorbate 60', '2-hexanediol', 'citrus limon (lemon) peel oil', 'juniperus mexicana oil', 'hydrolyzed avocado protein', 'citrus aurantium dulcis (orange) peel oil', 'citrus grandis (grapefruit) peel oil', 'eucalyptus globulus leaf oil', 'lavandula angustifolia (lavender) oil', 'rosmarinus officinalis (rosemary) leaf oil', 'ananas sativus (pineapple) fruit extract', 'pyrus malus (apple) fruit extract', 'actinidia chinensis (kiwi) fruit extract', 'fragaria vesca (strawberry) fruit extract', 'prunus persica (peach) fruit extract', 'vitis vinifera (grape) fruit extract', 'ficus carica (fig) fruit extract', 'ginkgo biloba nut extract', 'morus alba fruit extract', 'punica granatum fruit extract', 'phoenix dactylifera (date) seed', 'glyceryl stearate', 'ammonium acryloyldimethyltaurate/vp copolymer', 'sorbitan sesquioleate', 'tromethamine', 'peg-100 stearate', 'caprylyl glycol', 'cetearyl olivate', 'sorbitan olivate', 'stearic acid', 'dimethicone crosspolymer', 'dimethiconol', 'hydrogenated lecithin', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'ceteareth-20', 'maltodextrin', 'saccharide hydrolysate', 'cholesterol', 'peg-800', 'ascorbic acid', 'polysorbate 20', 'sh-oligopeptide-1', 'sh-polypeptide-1', 'sh-oligopeptide-2', 'sh-polypeptide-22', 'sh-polypeptide-45', 'sh-polypeptide-8', 'sh-polypeptide-9', 'carbomer', 'xanthan gum', 'disodium edta', 'phenoxyethanol']",62,28.99,True,True,True,False,False,False,True,False,True,True,67.0,0.71,C
1087,Lab Series For Men Oil Control Daily Moisturizer,https://www.sephora.com/product/oil-control-daily-moisturizer-P440288?icid2=products%20grid:p440288,moisturizer,Lab Series For Men,Oil Control Daily Moisturizer,,36.0,"what it is: an oil-free moisturizer that provides eight hours of shine control for oily and acne prone skin.

skin type: combination, and oily

skincare concerns: pores, redness, and oiliness

formulation: lotion

highlighted ingredients:
- aha/bha complex: helps slaw away dead skin cells and purify skin.
- amazonian white clay: deep cleans and detoxifies the skin by absorbing and removing excess oil.

what else you need to know: this oil-free moisturizer formulated with amazonian white clay provides eight hours of shine control and refreshing hydration for oily and acne-prone skin. it leaves skin clean without a non-greasy feel. over time, it helps control sebum production and visibly tighten pores. it also helps fade discolorations and reduce redness.

clinical results: in a consumer test on acne-prone skin after four weeks of use:
- 93% saw minimized breakthrough shine during the day
- 96% said skin tone looked more even",1.7 oz,"['water', 'dimethicone', 'butylene glycol', 'polysilicone-11', 'polysorbate 40', 'sucrose', 'acetyl glucosamine', 'silica', 'polyacrylate crosspolymer-6', 'salicylic acid', 'lactic acid', 'kaolin', 'sodium hyaluronate', 'zinc pca', 'laminaria saccharina extract', 'triticum vulgare (wheat) germ extract', 'molasses extract\\saccharum officinarum', 'scutellaria baicalensis root extract', 'salix alba (willow) bark extract', 'cucumis sativus (cucumber) fruit extract', 'pyrus malus (apple) fruit extract', 'gellidiella acerosa extract', 'algae extract', 'hypnea musciformis (algae) extract', 'hordeum vulgare (barley) extract', 'myrtus communis leaf extract', 'tocopheryl acetate', 'peg/ppg-18/18 dimethicone', 'dimethicone/vinyl dimethicone crosspolymer', 'sea whip extract', 'caffeine', 'cetyl alcohol', 'myristyl alcohol', 'caprylyl glycol', 'trehalose', 'bisabolol', 'arginine', 'phospholipids', 'tetrahexyldecyl ascorbate', 'squalane', 'fragrance', 'potassium hydroxide', 'alcohol', 'phenoxyethanol']",44,21.18,False,True,True,False,True,True,False,False,False,False,80.0,0.89,B
1088,Proactiv Green Tea Moisturizer,https://www.sephora.com/product/green-tea-moisturizer-P440056?icid2=products%20grid:p440056,moisturizer,Proactiv,Green Tea Moisturizer,,40.0,"what it is: a lightweight, non-greasy formula that’s rich in mineral and botanical extracts, including green tea, to help soothe dry skin without clogging pores.

skin type: normal, dry, combination, and oily

skincare concerns: dryness, dullness and uneven texture, and pores

formulation: lotion

highlighted ingredients:
- green tea egcg: a potent antioxidant designed to fight free radicals while helping to soothe and calm the skin.
- macadamia nut oil extract: grown primarily in australia and the hawaiian islands, this extract is designed to soften the skin and locks in moisture.
- hyaluronic acid: helps to maintain skin’s hydration thanks to its ability to act as a moisture magnet and attract water to the skin.

what else you need to know: this lightweight, oil-free, non-greasy formula is rich in mineral and botanical extracts, including green tea, to help soothe dry skin without clogging pores. enriched with minerals and emollients to nourish and soothe, it's your perfect moisturizer for blemish-prone skin.",3 oz,"['water', 'glycerin', 'butylene glycol', 'dimethicone', 'sodium polyacrylate', 'iris florentina root extract', 'macadamia ternifolia seed oil', 'epigallocatechin gallate', 'hydrogenated polydecene', 'trideceth-6', 'zinc sulfate', 'retinyl palmitate', 'sodium hyaluronate', 'squalane', 'caprylic/capric triglyceride', 'ethylhexyl palmitate', 'ppg-2 myristyl ether propionate', 'alcohol', 'allantoin', 'propanediol', 'c12-15 alkyl lactate', 'polyquaternium-11', 'disodium edta', 'ethylparaben', 'methylparaben', 'propylparaben', 'phenoxyethanol', 'fragrance (parfum)', 'alpha-isomethyl ionone', 'butylphenyl methylpropional', 'citronellol', 'hexyl cinnamal', 'hydroxycitronellal', 'linalool', 'geraniol']",35,13.33,True,True,True,False,False,False,False,False,True,True,71.0,0.86,C
1089,Peter Thomas Roth Acne-Clear Oil-Free Matte Moisturizer,https://www.sephora.com/product/acne-clear-oil-free-matte-moisturizer-P448910?icid2=products%20grid:p448910,moisturizer,Peter Thomas Roth,Acne-Clear Oil-Free Matte Moisturizer,,38.0,"what it is: a lightweight, oil-free matte gel moisturizer that visibly clears, hydrates, and soothes dry, flaky, overly treated blemish-prone skin.

skin type: normal, dry, combination, and oily

skincare concerns: pores, blemishes, oiliness

formulation: lightweight gel

highlighted ingredients:
- salicylic acid 0.5%: over-the-counter level clears the look of blemishes and helps prevent future breakouts.
- seboclear™-mp 3%: helps absorb excess oil and diminish the look of enlarged pores.
- hyaluronic acid complex 10%: provides fast-absorbing hydration without clogging pores.

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances.

what else you need to know: this moisturizer’s formula of two percent salicylic acid, 10 percent hyaluronic acid complex, aloe vera, and three percent seboclear™-mp will clear the look of blemishes and enlarged pores and absorb excess oil without over-drying. it will leave skin with a non-oily, hydrated, matte finish.",1.7 oz,"['water/aqua/eau', 'dimethicone', 'propanediol', 'caprylic/capric triglyceride', 'glycerin', 'jojoba esters', 'isodecyl neopentanoate', 'cetearyl alcohol', 'panthenol', 'polysilicone-11', 'cordyceps sinensis extract', 'trametes versicolor (mushroom) extract', 'helianthus annuus (sunflower) seed wax', 'sodium hydroxide', 'hydroxyethyl acrylate/sodium acryloyl dimethyl taurate copolymer', 'polyacrylate crosspolymer-6', 'ceteareth-20', 'isohexadecane', 'tocopheryl acetate', 'hydrogenated lecithin', 'aloe barbadensis leaf juice', 'butylene glycol', 'allantoin', 'disodium edta', 'sodium hyaluronate', 'acacia decurrens flower wax', 'polyglycerin-3', 'phenoxyethanol', 'polysorbate 60', 'sodium pca', 'sodium citrate', 'sorbitan isostearate', 'maclura cochinchinensis leaf prenylflavonoids', 't-butyl alcohol', 'glycosaminoglycans', 'potassium sorbate', 'sodium benzoate', 'ethylhexylglycerin', 'citric acid', 'trisodium edta']",40,22.35,True,True,True,False,False,False,False,False,False,True,82.0,0.85,B
